,embed,bias
1240,couple wks ago i had a great dinner grandforks olivegarden with my friend amp gfherald columnist marilyn hagerty sen heidi heitkamp senatorheitkamp 2,0.0
1241,watch the financialcmte hearing on the fha live lynn westmoreland repwestmoreland 2,0.0
1242,i m disappointed that the ag has chosen to blatantly disregard the supreme court s recent ruling amp the basic principles of federalism txpete sessions petesessions 2,1.0
1243,i was thrilled and honored to speak at the education panel for the national action network s 1st _sheila jackson lee jacksonleetx18,0.0
1244,bucks county businesses raise awareness of local economymike fitzpatrick repfitzpatrick,0.0
1245,welcome to today s path2cures roundtable secburwell nihdirector us_fda fastercures firstweets mpiresearch_cro cocancercenterfred upton repfredupton 2,1.0
1246, politifactri debunks the myths about obamacarejim langevin jimlangevin,1.0
1247,great to see niagara falls make the nytimes list of 52 places to go in 2014 rep chris collins repchriscollins 2,0.0
1248,join me amp thankateacher for their service to our kids amp communities this week during teacher appreciation weekrep cheri bustos repcheri 201,0.0
1249,watch me talk about the aca tonight at 7 30 on hardball at 9 00 on piersmorganlive amp at 9 30 with megynkellyrep frank pallone frankpallone 2013 10,0.0
1250,you can read my full letter to sec sebelius here darrell issa darrellissa 2,1.0
1251,mt virginiafoxx ff skillsact cosponsors repkenmarchant buckmckeon replukemesser drphilroe repmattsalmon repstevestivers rep todd rokita toddrokita 2013 ,0.0
1252,great to have spotify available in the capitol again letthemusicfloweric cantor gopleader,0.0
1253,today i attended a dedication honoring braintree veterans who served in the middle east since 1990 thankyouveteransrep stephen lynch repstephenlynch,0.0
1254,april 13 165 000 new jobs under obama sept 83 over 1 million new jobs under reagan senator ted cruz sentedcruz 201,1.0
1255,sen ayotte joins senatorcollins lisamurkowski on todayshow momentarily to talk latest on fiscal negotiationskelly ayotte kellyayotte,0.0
1256,i will be on the real story with gretchen carlson on foxnews today at 1 p m ct with the latest on va delays in care housevetaffairsrep jeff miller repjeffmiller,0.0
1257, tbt rt thedemocrats what can you do for your country rise to the challenge to celebrate jfk s birthday today d wasserman schultz dwstweets 2,1.0
1258,final countdown 12 days until the president s annual budget amp tribeopener hoping for good outcomes from both oh16rep jim renacci repjimrenacci 201,0.0
1259,oelwein is the home of the huskies but lucky is top dog at oelwein health care center bruce braley brucebraley,0.0
1260,rt aarp we have sen mikecrapo in our radio booth talking with aarpidaho and aarp members in idaho senator mike crapo mikecrapo 2,0.0
1261, usarmy veteran carl wilson served in wwii he s an evanstonian amp he s 101 thank you for your service veteransdayjan schakowsky janschakowsky 2,0.0
1262,wishing the virginia muslim community a blessed and very happy eid al fitr celebration mark warner markwarner,1.0
1263,live cte caucus briefing on narrowing the skills gap in americasen tammy baldwin senatorbaldwin 2,0.0
1264,today in 1889 the constitution of wy was adopted wyohistory constitutional delegates amp friends on capitol steps sen john barrasso senjohnbarrasso 201,0.0
1265,vote alert i voted for hr 3979 national defense authorization act passed 300 119markwayne mullin repmullin 2,1.0
1266,as i review the details of today s jobs report i m deeply concerned about the impact of obamacare on full time jobs pete sessions petesessions 2,1.0
1267,thank you rt repgwenmoore happy birthday to my friend and our fscdems ranking member maxinewaters maxine waters maxinewaters 2,0.0
1268,mobile office hours today 10am 12pm at meadow lake senior center in los lunas amp 1 3pm at placitas library more infomichellelujangrisham replujangrisham 201,0.0
1269,gop wants tax breaks for oil and coal companies but wants to give the jobless looking for work a lump of coalsenator jeff merkley senjeffmerkley,1.0
1270,congrats to repjoeheck for being selected for a well deserved promotion to brigadier general rep steven horsford rephorsford,0.0
1271,sen marylandrieu fights every day for louisiana amp i need her fighting by my side in the u s senate imwithmarykirsten gillibrand sengillibrand 2,1.0
1272, its not titles that honor men but men that honor titles thank u nj amp all that put trust in me i ll work everyday 2 honor this new officecory booker corybooker 2,0.0
1273,plan a trip to boyd hill nature preserve amp lake maggiore in s stpetefl thanks stpetefl parks amp rec stevekornellus rep kathy castor usrepkcastor 201,0.0
1274,wsj editorial blurred red lines via wsjkelly ayotte kellyayotte 2,0.0
1275,saturday claire hosted a celebration for local amtrak volunteers in kirkwood mo for 10 years of service pics mccaskill office mccaskilloffice 2,0.0
1276,on my way to speak on the senate floor on moving forward on the budget tune in here ron wyden ronwyden 2,0.0
1277,we are close to a huge victory for all women i applaud those in house gop who are ready to help us over the finish line pm vawasenator patty murray pattymurray,0.0
1278,paul ryan explains his fiscal cliff votejohncornyn johncornyn,1.0
1279,3 500 delawareans including 1 in 50 african americans in new castle county has hiv gettested nhtdsenator chris coons chriscoons,0.0
1280,former irs commissioner shulman had more public white house visits than any cabinet memberdiane black repdianeblack,0.0
1281,rt speakerboehner delivering a speech today aei based on ideas that didn t come from washington 5pts4jobsken calvert kencalvert 201,1.0
1282,in light of the allegations that syria used chemical weapons on its people what do you think the us response should be if any rep susan davis repsusandavis,0.0
1283,inauguration breakfast last chancerep alan grayson alangrayson,0.0
1284, dotinspectorgen more work to do to make sure our nation s bridges are safe congress should pass safe bridges act rep rick larsen repricklarsen 2,1.0
1285,to learn how to intern with my office and to apply for a fall internship in d c or california click here ed royce repedroyce 2,0.0
1286,the irs claims it has lost emails from former commissioner lois lerner and six more employees bill johnson repbilljohnson,1.0
1287,happening now sen sanders is on msnbc talking health care with wegoted bernie sanders sensanders 2,0.0
1288, biggerpicturemn yeprep keith ellison keithellison,0.0
1289, taxday fact americans spend 6 billion hrs preparing their taxes each yr how many hrs did you spend mn03 time4taxreformrep erik paulsen reperikpaulsen 2,0.0
1290, nitalowey to sec of state john kerry we can t make progress on int priorities if children grow up w out basic literacy skills nita lowey nitalowey 2,0.0
1291,thanks 2 interior secretaryjewell 4 joining us omdp4nm public mtg in lascruces appreciate do aanacounty residents 4 comingtom udall senatortomudall 2,0.0
1292,proud to intro hr 2775 no subsidies without verification act which protects taxpayers from obamacare fraud amp abusediane black repdianeblack 2,1.0
1293,it s a frigid 25 degrees but feels like 2 degrees below zero in dc yet there are thousands of dedicated prolife heroes here whywemarchrep vicky hartzler rephartzler,0.0
1294,we shall pray antunezcuba 8 27 pm info damaris desde el hospital q luis enrique est presentando fuertes dolores precordiales cuba ileana ros lehtinen roslehtinen 201,0.0
1295,congrats to a superior naval officer and leader admiral mcraven for being sole finalist for utaustin chancellor pete olson peteolson,0.0
1296,congrats mentorschools jacob pollack on achieving the rank of eagle scout boyscoutsdave joyce repdavejoyce,0.0
1297,we heard potus talk about jobs amp the economy today but he offered the same stale rhetoric we need fresh bold ideas richard shelby senshelby 2,1.0
1298,my q amp a about fdic high risk merchant guidance amp doj involvment from housejudiciary hearing watch chokepointdarrell issa darrellissa 2014 ,1.0
1299,tell speaker boehner it s time to vote on the senate bill to end the gop shutdown justvotesenator carl levin sencarllevin 2,1.0
1300,attention students in south carolina congressional art competition deadline is approaching goupstatetrey gowdy tgowdysc 2,0.0
1301,why skillsact because this is confusing virginia foxx virginiafoxx,0.0
1302,i m tired of the rubber stamp for nsa s surveillance tactics so i m co sponsoring a bill to tighten their standardssen lisa murkowski lisamurkowski,1.0
1303, cmt_82 thank you great group rep martha roby repmartharoby,0.0
1304, bdcory repjustinamash repthomasmassie why rep jeff duncan repjeffduncan,0.0
1305,happy to be address a good group in fairviewpark always good to be in cuyahoga county oh16rep jim renacci repjimrenacci,0.0
1306,i talked with mitchellreports this afternoon about president obama s plan to confront isil watch here sen dianne feinstein senfeinstein 2,1.0
1307,stopped by avemarialaw earlier this afternoon to talk to students amp faculty about issues imp to them fl25mario diaz balart mariodb 2,0.0
